"Fecha" "Hora" "TempFondo" "TempEntrada" "TempMedio" "CO2Fondo" "CO2Medio" "CO2Entrada" "HRFondo" "HRMedio" "HREntrada" "ConsumoUE03" "Dia" "TipoDia"
"09/03/2014" "10:00" 27.16 27.5 28.49 620.29 665.53 559.16 44.94 47.16 46.68 3.14 "Miércoles" "Laborable"
"09/03/2014" "11:00" 26.92 26.92 28.05 706.31 743.54 579.81 47.35 48.9 49.12 2.54 "Miércoles" "Laborable"
"09/03/2014" "12:00" 27.09 27.21 27.98 707.8 776.27 625.11 49.94 50.98 50.4 1.95 "Miércoles" "Laborable"
"09/03/2014" "13:00" 26.94 27.12 27.88 772.34 842.56 684.38 47.22 49.29 48.65 2.12 "Miércoles" "Laborable"
"09/03/2014" "14:00" 27.06 27.02 27.76 749.19 811.6 657.95 46.98 49.56 48.8 2.6 "Miércoles" "Laborable"
"09/03/2014" "15:00" 26.99 27.07 27.64 681.65 754.31 614.13 47.04 49.74 48.88 2.51 "Miércoles" "Laborable"
"09/03/2014" "16:00" 27.01 27.08 27.52 695.22 764.81 606.81 46.71 49.33 48.04 2.88 "Miércoles" "Laborable"
"09/03/2014" "17:00" 27.07 27 27.64 807.22 860.97 708.67 45.51 49.17 48.1 2 "Miércoles" "Laborable"
"09/03/2014" "18:00" 27.03 27.09 27.77 782.57 811.15 718.64 44.83 49.96 47.68 2.75 "Miércoles" "Laborable"
"09/03/2014" "19:00" 27.06 26.84 27.8 895.9 967.09 805.66 45.11 49.38 48.32 2.38 "Miércoles" "Laborable"
"09/04/2014" "9:00" 26.71 27.35 28.15 462.55 534.56 406.35 55.81 53.67 53.09 0.13 "Jueves" "Laborable"
"09/04/2014" "10:00" 26.86 27.11 27.97 597.54 661.44 512.57 54.95 53.78 53.87 1.29 "Jueves" "Laborable"
"09/04/2014" "11:00" 26.95 26.7 27.7 744.99 791.76 602.93 55.45 54.46 54.3 1.19 "Jueves" "Laborable"
"09/04/2014" "12:00" 26.87 26.44 27.54 744.47 804.13 605.73 53.03 53.25 53.2 1.43 "Jueves" "Laborable"
"09/04/2014" "13:00" 26.93 26.7 27.53 737.73 769.05 601.98 52.21 53.28 52.8 1.57 "Jueves" "Laborable"
"09/04/2014" "14:00" 26.98 26.56 27.36 803.17 807.6 637.82 51.04 52.79 51.96 2.2 "Jueves" "Laborable"
"09/04/2014" "15:00" 26.92 26.42 27.35 743.58 728.49 547.41 49.41 52.39 52.2 1.28 "Jueves" "Laborable"
"09/04/2014" "16:00" 26.92 26.69 27.45 704.69 735.01 599.09 47.98 51.76 51.09 1.69 "Jueves" "Laborable"
"09/04/2014" "17:00" 27.05 26.75 27.6 731.31 728.24 634.11 48.02 51.98 51.07 1.17 "Jueves" "Laborable"
"09/04/2014" "18:00" 27.62 27.33 27.87 816.31 832.39 741.82 47.99 51.63 50.63 1.35 "Jueves" "Laborable"
"09/04/2014" "19:00" 26.91 26.16 27.39 881.26 917.41 774.29 44.51 48.5 48.12 3.82 "Jueves" "Laborable"
"09/05/2014" "9:00" 25.17 25.45 26.5 495.35 546.83 394.73 55.25 52.62 52.03 1.16 "Viernes" "Laborable"
"09/05/2014" "10:00" 24.92 24.84 26 756.82 826.19 673.91 53.2 52.37 52.44 5 "Viernes" "Laborable"
"09/05/2014" "11:00" 24.96 24.92 25.87 860.36 901.46 765.91 51.58 51.62 51.17 2.52 "Viernes" "Laborable"
"09/05/2014" "12:00" 24.96 25.01 25.87 927.98 995.7 832.1 51.35 51.61 51.02 2.51 "Viernes" "Laborable"
"09/05/2014" "13:00" 25.71 25.79 26.28 859.22 912.38 780.9 52.14 53.08 51.4 0.12 "Viernes" "Laborable"
"09/05/2014" "14:00" 26.74 26.79 26.81 813.34 839.57 585.53 49.26 53.88 51.55 0.3 "Viernes" "Laborable"
"09/05/2014" "15:00" 27.41 27.42 27.31 786.12 793.28 520.81 49.26 53.75 51.39 0.3 "Viernes" "Laborable"
"09/05/2014" "16:00" 27.89 27.95 27.57 657.55 686.55 479.3 48.74 53.15 49.67 1.15 "Viernes" "Laborable"
"09/05/2014" "17:00" 27.17 27.16 26.94 706.49 716.71 540.02 43.66 49.23 46.13 3.83 "Viernes" "Laborable"
"09/05/2014" "18:00" 26.94 26.8 26.75 687.72 694.84 540.41 42.74 49.17 46.04 3.94 "Viernes" "Laborable"
"09/05/2014" "19:00" 26.89 26.57 26.68 709.57 711.69 541.04 42.17 48.65 45.71 3.66 "Viernes" "Laborable"
"09/08/2014" "9:00" 24.36 25.02 25.64 460.12 517.67 395.08 61.71 56.72 55.5 0.14 "Lunes" "Laborable"
"09/08/2014" "10:00" 24.87 25.14 25.88 703.38 805.53 626.34 60.1 56.9 55.71 0.92 "Lunes" "Laborable"
"09/08/2014" "11:00" 24.9 24.82 25.7 784.84 877.58 715.17 58.87 56.19 55.89 1.6 "Lunes" "Laborable"
"09/08/2014" "12:00" 24.97 24.54 25.5 801.38 834.99 669.84 58.45 56.62 56.36 1.48 "Lunes" "Laborable"
"09/08/2014" "13:00" 25.64 25.51 25.92 702.24 788.97 663.02 60.73 59.43 58.35 0.27 "Lunes" "Laborable"
"09/08/2014" "14:00" 25.91 25.47 25.96 674.69 721.24 590.8 54.25 56.4 53.5 2.92 "Lunes" "Laborable"
"09/08/2014" "15:00" 25.95 25.58 25.75 431.03 487.52 368.06 60.92 61.64 57.89 1.88 "Lunes" "Laborable"
"09/08/2014" "16:00" 26 25.79 25.72 512.39 488.21 416.69 56.49 60.37 54.93 7 "Lunes" "Laborable"
"09/08/2014" "17:00" 26.05 25.96 25.6 829.11 844.11 756.17 48.97 53.91 49.39 3.86 "Lunes" "Laborable"
"09/08/2014" "18:00" 26.2 26.25 25.63 924.4 960.09 843.53 47.09 51.67 47.65 3.9 "Lunes" "Laborable"
"09/08/2014" "19:00" 26.55 26.38 25.86 896.16 911.05 802.39 44.95 51.38 47.18 3.93 "Lunes" "Laborable"
"09/09/2014" "9:00" 25.59 26.52 27.07 431.72 502.94 385.8 58.7 55.39 54.27 0.13 "Martes" "Laborable"
"09/09/2014" "10:00" 25.94 26.61 26.99 523.2 611.46 541.79 57.24 55.22 54.22 1.35 "Martes" "Laborable"
"09/09/2014" "11:00" 25.97 26.09 26.66 600.34 660.74 581.05 56.59 54.9 54.33 1.73 "Martes" "Laborable"
"09/09/2014" "12:00" 25.92 25.94 26.45 681.71 722.56 618.32 54.08 54.52 53.13 2.7 "Martes" "Laborable"
"09/09/2014" "13:00" 26.18 26.4 26.6 682.19 720.17 648.45 54.88 56.56 54.2 1.15 "Martes" "Laborable"
"09/09/2014" "14:00" 26.98 27.26 27.02 634.75 658.01 575.81 54.17 57.61 53.39 1.55 "Martes" "Laborable"
"09/09/2014" "15:00" 26.95 27.43 26.96 619.99 644.95 517.24 53.09 57.08 52.89 2.7 "Martes" "Laborable"
"09/09/2014" "16:00" 27.01 27.55 26.98 674.77 664.06 561.78 49.92 54.71 49.57 3.35 "Martes" "Laborable"
"09/09/2014" "17:00" 27.06 27.62 26.99 692.64 679.65 557.74 47.53 52.7 48.46 3.47 "Martes" "Laborable"
"09/09/2014" "18:00" 27.01 27.27 26.79 718.42 712.85 575.39 47.43 52.28 49.15 3.3 "Martes" "Laborable"
"09/09/2014" "19:00" 27 27.1 26.69 682.86 712.98 583.6 45.94 51.07 47.91 2 "Martes" "Laborable"
"09/10/2014" "9:00" 26.13 26.84 27.42 435.67 551.91 437.37 56.8 54.35 53.24 0.14 "Miércoles" "Laborable"
"09/10/2014" "10:00" 26.58 26.98 27.59 589.1 721.99 613.5 53.67 53.46 51.98 1.88 "Miércoles" "Laborable"
"09/10/2014" "11:00" 25.99 25.77 26.95 754.66 850.61 702.32 46.38 49.68 48.29 3.87 "Miércoles" "Laborable"
"09/10/2014" "12:00" 25.8 25.88 26.65 827.29 894.27 783.55 49.35 52 50.22 9 "Miércoles" "Laborable"
"09/10/2014" "13:00" 26.96 27.38 27.22 727.32 836.88 720.66 52.7 54.19 51.47 1.31 "Miércoles" "Laborable"
"09/10/2014" "14:00" 27.02 27.09 27.02 855.89 910.07 772.3 50.67 53.44 50.58 2.38 "Miércoles" "Laborable"
"09/10/2014" "15:00" 26.96 27.33 27.07 690.21 722.88 644.11 50.13 53.51 49.76 2.86 "Miércoles" "Laborable"
"09/10/2014" "16:00" 26.97 27.4 27.09 645.7 683 576.24 48.05 52.6 48.5 6 "Miércoles" "Laborable"
"09/10/2014" "17:00" 27.01 27.37 27.01 865.36 903.05 819.75 45.6 50.64 46.98 3.13 "Miércoles" "Laborable"
"09/10/2014" "18:00" 27.04 26.9 26.93 948.94 1033.97 883.53 45.09 49.82 47.27 3.11 "Miércoles" "Laborable"
"09/10/2014" "19:00" 27.14 27.37 27.12 952.38 1023.16 886.99 41.12 48.07 44.67 3.87 "Miércoles" "Laborable"
"09/11/2014" "9:00" 26.46 27.33 27.96 421.03 500.77 394.36 52.97 51.98 50.87 0.14 "Jueves" "Laborable"
"09/11/2014" "10:00" 26.9 27.61 28.15 529.24 629.65 549.6 53.44 52.48 51.33 1.39 "Jueves" "Laborable"
"09/11/2014" "11:00" 26.81 27.2 27.88 603.35 683.7 580.29 52.31 52 51.38 7 "Jueves" "Laborable"
"09/11/2014" "12:00" 26.98 27.15 27.67 722.89 756.83 625.26 53.47 53.5 52.6 1.6 "Jueves" "Laborable"
"09/11/2014" "13:00" 26.97 27.11 27.53 728.26 772.57 618.5 50.68 52.86 51.4 1.75 "Jueves" "Laborable"
"09/11/2014" "14:00" 27 27.21 27.26 745.3 784 637.23 49.43 51.8 49.7 3 "Jueves" "Laborable"
"09/11/2014" "15:00" 26.94 27.32 27.28 704.08 762.49 629.8 47.9 51.64 49.19 2.39 "Jueves" "Laborable"
"09/11/2014" "16:00" 27.02 27.59 27.3 698.64 764.8 617.7 47.4 51.06 48.27 2.85 "Jueves" "Laborable"
"09/11/2014" "17:00" 27.21 27.75 27.57 810.89 844.3 720.04 42.63 48.4 44.83 3.68 "Jueves" "Laborable"
"09/11/2014" "18:00" 27.19 27.49 27.57 767.27 791.23 682.88 42.03 49.06 45.57 3.9 "Jueves" "Laborable"
"09/11/2014" "19:00" 27.25 27.26 27.48 831.17 887.27 721.84 40.31 46.43 43.96 3.89 "Jueves" "Laborable"
"09/12/2014" "9:00" 26.76 27.71 28.4 402.12 499.26 372.81 55.48 52.74 51.59 0.13 "Viernes" "Laborable"
"09/12/2014" "10:00" 26.94 27.6 28.26 523.45 609.56 495.25 54.11 52.16 51.58 1.58 "Viernes" "Laborable"
"09/12/2014" "11:00" 26.93 27.45 27.94 593.63 670.38 549.76 51.74 52.12 51.22 1.39 "Viernes" "Laborable"
"09/12/2014" "12:00" 26.99 27.41 27.79 705.94 777.57 632.69 51.97 52.43 50.83 1.98 "Viernes" "Laborable"
"09/12/2014" "13:00" 26.96 27.29 27.51 693.92 744.34 542.71 51.48 52.53 51.11 1.76 "Viernes" "Laborable"
"09/12/2014" "14:00" 27.04 27.37 27.36 634.62 685.17 494.65 52.35 53.21 51.43 2.24 "Viernes" "Laborable"
"09/12/2014" "15:00" 26.91 27.36 27.28 539.53 614.38 420.88 53.72 53.84 51.78 1.68 "Viernes" "Laborable"
"09/12/2014" "16:00" 27 27.34 27.36 652.07 704.83 518.09 51.65 52.66 50.54 8 "Viernes" "Laborable"
"09/12/2014" "17:00" 27.03 26.82 27.32 762.41 831.53 649.98 48.06 50.76 49.15 2.88 "Viernes" "Laborable"
"09/12/2014" "18:00" 27.02 26.45 27.21 817.4 885.8 702.18 47.46 50.38 49.31 2.68 "Viernes" "Laborable"
"09/12/2014" "19:00" 26.99 26.21 27.28 765.98 832.58 651.65 49.22 51.1 50.62 2.3 "Viernes" "Laborable"
"15/09/2014" "9:00" 25.73 26.79 27.5 382.95 472.63 366.49 56.43 53.15 52.19 0.14 "Lunes" "Laborable"
"15/09/2014" "10:00" 26.2 27.35 27.71 440.13 596.01 528.31 53.49 52.81 51.63 0.27 "Lunes" "Laborable"
"15/09/2014" "11:00" 26.68 27.66 27.78 476.62 639.77 573.57 52.63 53.09 51.49 0.27 "Lunes" "Laborable"
"15/09/2014" "12:00" 26.93 27.8 27.77 555.23 666.3 589.93 53.02 53.5 51.35 0.85 "Lunes" "Laborable"
"15/09/2014" "13:00" 26.91 27.53 27.49 696.95 754.69 594.79 53.91 54.31 52.13 1.38 "Lunes" "Laborable"
"15/09/2014" "14:00" 26.92 27.2 27.04 705.32 738.54 527.53 54.06 54.94 52.27 1.23 "Lunes" "Laborable"
"15/09/2014" "15:00" 26.88 27.3 27.11 600.08 655.1 467.54 54.83 55.39 52.48 0.99 "Lunes" "Laborable"
"15/09/2014" "16:00" 26.93 27.14 27.02 705.88 737.19 557.75 52.74 54.17 51.59 1.65 "Lunes" "Laborable"
"15/09/2014" "17:00" 27.03 27.11 26.94 762.97 799.46 634.22 50.47 53.27 50.37 2.53 "Lunes" "Laborable"
"15/09/2014" "18:00" 26.96 26.83 26.53 713.34 771 566.73 49.9 53.02 50.05 2 "Lunes" "Laborable"
"15/09/2014" "19:00" 27.01 26.39 26.69 629 700.72 478.79 51.66 53.47 52.17 4 "Lunes" "Laborable"
"16/09/2014" "9:00" 25.33 26.02 26.82 358.26 439.85 334.74 60.89 56.33 55.39 0.13 "Martes" "Laborable"
"16/09/2014" "10:00" 25.86 26.34 26.95 509.64 670.74 528.25 60.66 57.45 56.63 0.26 "Martes" "Laborable"
"16/09/2014" "11:00" 26.58 27.13 27.23 663.17 880.27 753.87 59.39 57.64 55.76 0.26 "Martes" "Laborable"
"16/09/2014" "12:00" 26.9 27.61 27.39 628.61 825.56 755.98 56.55 57.46 54.52 0.83 "Martes" "Laborable"
"16/09/2014" "13:00" 26.88 27.5 27.21 624.96 745.92 684.83 54.79 57.64 53.93 1.24 "Martes" "Laborable"
"16/09/2014" "14:00" 26.98 27.27 26.96 776.38 845.15 733.74 53.4 56.19 52.45 2.9 "Martes" "Laborable"
"16/09/2014" "15:00" 26.93 27.23 26.96 710.91 743.9 650.6 52.27 54.69 51.3 1.88 "Martes" "Laborable"
"16/09/2014" "16:00" 26.97 27.03 26.83 710.36 763.49 615.06 51.32 53.87 50.94 1.96 "Martes" "Laborable"
"16/09/2014" "17:00" 27.04 26.92 26.8 747.53 798.03 643.33 49.04 52.75 49.6 2.6 "Martes" "Laborable"
"16/09/2014" "18:00" 26.93 26.62 26.64 856.86 919.35 748.73 48.71 52.46 49.97 2.5 "Martes" "Laborable"
"16/09/2014" "19:00" 26.91 26.35 26.7 816.2 883.3 676.35 50.65 53.44 51.59 1.82 "Martes" "Laborable"
"17/09/2014" "9:00" 25.32 26.15 26.74 399.56 498.66 337.68 60.26 56.11 54.88 0.14 "Miércoles" "Laborable"
"17/09/2014" "10:00" 25.66 26.05 26.23 489.65 581.38 355.96 59.66 57.23 55.29 0.26 "Miércoles" "Laborable"
"17/09/2014" "11:00" 26.25 26.37 26.52 542.9 606.9 422.06 59 57.52 55.59 6 "Miércoles" "Laborable"
"17/09/2014" "12:00" 26.84 26.98 26.92 641.7 744.74 579.11 57.95 57.59 55.14 0.26 "Miércoles" "Laborable"
"17/09/2014" "13:00" 26.98 26.95 26.89 728.46 819.6 647.93 55.34 55.99 53.61 1.26 "Miércoles" "Laborable"
"17/09/2014" "14:00" 26.88 26.62 26.76 735.89 825.91 675.17 56.58 57.17 55.19 0.83 "Miércoles" "Laborable"
"17/09/2014" "15:00" 26.91 26.94 26.71 665.33 745.07 582.26 55.79 57.06 54.25 1.21 "Miércoles" "Laborable"
"17/09/2014" "16:00" 26.92 26.92 26.58 623.32 715.09 544.73 55.01 56.51 53.52 1.45 "Miércoles" "Laborable"
"17/09/2014" "17:00" 26.98 26.58 26.52 717.85 802.15 649.62 53.64 55.88 53.22 1.35 "Miércoles" "Laborable"
"17/09/2014" "18:00" 26.94 26.47 26.52 796.81 857.71 711.69 53.76 55.77 53.45 1.83 "Miércoles" "Laborable"
"17/09/2014" "19:00" 26.97 26.73 26.48 694.49 769.67 579.75 50.74 54.07 51.03 1.95 "Miércoles" "Laborable"
"18/09/2014" "9:00" 24.82 25.74 26.32 348.52 465.42 341.95 58.79 55.19 54.16 0.14 "Jueves" "Laborable"
"18/09/2014" "10:00" 25.43 26.02 26.42 502.31 648.71 501.44 58.06 55.97 54.46 0.26 "Jueves" "Laborable"
"18/09/2014" "11:00" 26.01 26.4 26.68 532.7 694.31 541.73 56.13 55.51 53.61 0.27 "Jueves" "Laborable"
"18/09/2014" "12:00" 26.36 26.7 26.86 547.32 721.19 555.72 55.28 55.3 53.15 0.27 "Jueves" "Laborable"
"18/09/2014" "13:00" 26.71 27.11 27 612.97 717.79 542.58 54.59 55.07 52.14 7 "Jueves" "Laborable"
"18/09/2014" "14:00" 26.84 27.19 26.96 595.86 716.53 554.8 52.28 54.54 51.74 0.96 "Jueves" "Laborable"
"18/09/2014" "15:00" 26.8 27.11 26.85 585.52 725.6 593.54 52.28 54.67 51.86 0.62 "Jueves" "Laborable"
"18/09/2014" "16:00" 26.86 27 26.77 626.76 730.58 578.76 53.41 54.99 52.23 6 "Jueves" "Laborable"
"18/09/2014" "17:00" 27.03 26.89 26.88 630.56 779.37 618.93 54.98 56.16 53.85 0.56 "Jueves" "Laborable"
"18/09/2014" "18:00" 26.93 26.48 26.84 736.73 842.66 663.11 53.36 54.99 53 3 "Jueves" "Laborable"
"18/09/2014" "19:00" 26.85 26.33 26.84 709.84 806.25 642.12 56.52 56.68 55.31 0.86 "Jueves" "Laborable"
"19/09/2014" "9:00" 24.31 25.09 25.68 357.56 484 351.92 60.92 56.47 55.24 4 "Viernes" "Laborable"
"19/09/2014" "10:00" 25.04 25.59 25.89 511.01 667.43 550.39 60.1 57.45 55.77 0.27 "Viernes" "Laborable"
"19/09/2014" "11:00" 25.79 26.13 26.28 636.47 745.7 581.42 58.94 57.57 55.23 0.27 "Viernes" "Laborable"
"19/09/2014" "12:00" 26.34 26.44 26.49 674.8 690.83 504.73 57.51 57.09 54.43 0.27 "Viernes" "Laborable"
"19/09/2014" "13:00" 26.67 26.5 26.5 625.84 643.13 451.43 55.97 56.5 53.6 0.27 "Viernes" "Laborable"
"19/09/2014" "14:00" 26.75 26.44 26.5 624.29 631.82 414.75 55.32 56.22 53.57 0.44 "Viernes" "Laborable"
"19/09/2014" "15:00" 26.69 26.43 26.51 495.41 571.61 391.32 55.91 56.56 54.19 0.27 "Viernes" "Laborable"
"19/09/2014" "16:00" 26.89 26.62 26.71 625.07 709.74 512.99 56.17 57.09 54.67 0.68 "Viernes" "Laborable"
"19/09/2014" "17:00" 26.86 26.32 26.39 666.98 722.08 512.82 57.28 58.08 55.77 0.79 "Viernes" "Laborable"
"19/09/2014" "18:00" 26.89 26.1 26.42 657.63 737.15 551.45 57.57 58.33 56.57 0.44 "Viernes" "Laborable"
"19/09/2014" "19:00" 26.79 26.42 26.74 588.73 676.9 582.86 58.07 58.09 56.24 0.27 "Viernes" "Laborable"
"22/09/2014" "9:00" 24.62 25.49 25.84 412.75 475.98 348.87 62.47 57.73 56 4 "Lunes" "Laborable"
"22/09/2014" "10:00" 25.3 25.86 26.07 413.8 538.63 409.1 61.34 58.36 56.21 0.27 "Lunes" "Laborable"
"22/09/2014" "11:00" 25.81 25.94 26.12 395.81 539.77 392.46 59.82 58.41 55.88 0.27 "Lunes" "Laborable"
"22/09/2014" "12:00" 26.25 26.5 26.49 435.69 595.82 447.92 58.38 57.87 54.91 0.27 "Lunes" "Laborable"
"22/09/2014" "13:00" 26.78 26.89 26.78 423.03 597.77 443.52 55.36 56.89 53.56 0.45 "Lunes" "Laborable"
"22/09/2014" "14:00" 26.91 26.95 26.78 435.33 546.56 419.71 54.49 56.36 52.86 1.5 "Lunes" "Laborable"
"22/09/2014" "15:00" 26.94 26.73 26.46 373.3 472.68 340.18 56.88 58.34 54.09 1.49 "Lunes" "Laborable"
"22/09/2014" "16:00" 26.98 26.25 26.27 381.78 472.6 337.03 56.42 59.09 55.53 1.22 "Lunes" "Laborable"
"22/09/2014" "17:00" 26.87 26.2 26.36 395.72 490.51 353.91 56.47 59.25 56.26 1.44 "Lunes" "Laborable"
"22/09/2014" "18:00" 26.91 25.91 26.19 399.61 488.45 358.15 58.74 59.94 57.25 1 "Lunes" "Laborable"
"22/09/2014" "19:00" 26.86 25.9 26.31 420.42 501.58 386.02 60.11 60.46 58.57 0.84 "Lunes" "Laborable"
"23/09/2014" "9:00" 24.61 25.43 25.92 355.83 454.01 340.24 62.52 57.78 56.77 0.14 "Martes" "Laborable"
"23/09/2014" "10:00" 25.14 25.4 25.86 402.49 509.85 394.71 60.15 58.09 56.55 0.27 "Martes" "Laborable"
"23/09/2014" "11:00" 25.55 25.45 25.88 404.51 525.27 393.41 57.89 57.36 55.5 0.27 "Martes" "Laborable"
"23/09/2014" "12:00" 25.93 25.76 26.1 406.23 531.28 380.43 56.68 57.03 54.76 0.27 "Martes" "Laborable"
"23/09/2014" "13:00" 26.11 26.07 26.27 409.6 521.62 408.26 56.06 56.55 54.15 0.27 "Martes" "Laborable"
"23/09/2014" "14:00" 26.43 26.41 26.63 483.39 610.05 470.21 55.34 56.18 53.71 0.27 "Martes" "Laborable"
"23/09/2014" "15:00" 26.57 26.65 26.76 471.12 592.27 432.26 53.84 55.54 52.79 0.27 "Martes" "Laborable"
"23/09/2014" "16:00" 26.79 26.88 26.74 477.49 589.84 465.48 52.23 54.82 51.6 0.8 "Martes" "Laborable"
"23/09/2014" "17:00" 26.9 26.73 26.58 482.34 613.83 480.77 51.87 55.1 51.71 1.2 "Martes" "Laborable"
"23/09/2014" "18:00" 26.88 26.24 26.39 454.9 565.48 435.6 50.85 54.57 51.51 0.81 "Martes" "Laborable"
"23/09/2014" "19:00" 26.83 26.34 26.43 456.11 534.54 428.28 50.57 54.17 51.45 0.77 "Martes" "Laborable"
"24/09/2014" "9:00" 23.52 24.37 24.95 468.99 537.96 380.43 56.36 53.24 51.97 0.14 "Miércoles" "Laborable"
"24/09/2014" "10:00" 24 24.67 25.17 667.48 805.79 624.3 54.48 53.34 51.75 7 "Miércoles" "Laborable"
"24/09/2014" "11:00" 24.54 25.05 25.08 752.67 849.45 719 53.45 53.69 51.78 7 "Miércoles" "Laborable"
"24/09/2014" "12:00" 24.95 25.46 25.31 718.32 809.54 674.88 52.53 53.75 51.32 0.27 "Miércoles" "Laborable"
"24/09/2014" "13:00" 25.31 25.54 25.51 410.66 583.93 438.6 48.54 52.71 49.65 0.27 "Miércoles" "Laborable"
"24/09/2014" "14:00" 25.61 25.74 25.39 387.04 517.33 378.05 46.38 51.74 48.18 0.27 "Miércoles" "Laborable"
"24/09/2014" "15:00" 26.15 26.61 25.93 395.38 548.63 391.31 44.72 50.92 46.79 0.27 "Miércoles" "Laborable"
"24/09/2014" "16:00" 26.82 27.16 26.36 403.43 544.33 401.25 42.44 49.97 45.4 0.27 "Miércoles" "Laborable"
"24/09/2014" "17:00" 27.07 27.32 26.52 424.95 537.22 426.05 41.56 49.15 44.57 1.65 "Miércoles" "Laborable"
"24/09/2014" "18:00" 26.93 26.99 26.21 436.21 535.74 385.94 43.4 50.09 45.59 1.56 "Miércoles" "Laborable"
"24/09/2014" "19:00" 26.91 27.19 26.41 462.83 550.27 410.01 45.12 50.81 46.5 1.43 "Miércoles" "Laborable"
"25/09/2014" "9:00" 23.21 24.55 24.89 447.34 536.64 398.2 51.83 50.85 49.44 0.14 "Jueves" "Laborable"
"25/09/2014" "10:00" 23.52 24.78 24.81 688.21 764.32 613.11 50.67 50.74 48.79 0.27 "Jueves" "Laborable"
"25/09/2014" "11:00" 24 25.13 25.01 744.57 809.96 690.71 49.78 51.03 48.79 7 "Jueves" "Laborable"
"25/09/2014" "12:00" 24.49 25.52 25.31 768.32 879.65 709.13 49.27 51.45 48.79 0.27 "Jueves" "Laborable"
"25/09/2014" "13:00" 24.96 25.89 25.45 746 818.49 629.57 49.03 51.9 48.82 7 "Jueves" "Laborable"
"25/09/2014" "14:00" 25.46 26.18 25.61 521.79 655.51 463.65 48.73 52.04 48.22 0.27 "Jueves" "Laborable"
"25/09/2014" "15:00" 26.02 26.87 25.91 446.45 646.74 460.33 47.91 52.11 47.57 0.27 "Jueves" "Laborable"
"25/09/2014" "16:00" 26.77 27.77 26.41 643.33 808.8 616.19 47.73 52.44 47.33 0.55 "Jueves" "Laborable"
"25/09/2014" "17:00" 26.92 27.82 26.59 540.22 667.95 540.21 46.54 52.08 46.71 1.8 "Jueves" "Laborable"
